Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-07-17,Bring It On,2000,https://boxd.it/amwvxx,4,Yes,everyone is either gay or VERY closeted ,,2025-07-16
2025-07-17,Bring It On Again,2004,https://boxd.it/amGxt3,1.5,,"- everyone is annoying 
- the cheers aren’t memorable (nothing beats brr it’s cold in here)
- there’s no way those losers learned cheer level lifts and flips in that time
- tanorexic is such a 2000s diss no one would get away with that these days i love it",,2025-07-16
2025-07-18,Bring It On: All or Nothing,2006,https://boxd.it/annbqH,3,,"britney = diverse queen. soundtrack = banger after banger. krumping = horribly named but fun. and of course, rihanna = fuck yeah. ",,2025-07-17
2025-07-19,Bring It On: In It to Win It,2007,https://boxd.it/anYd2V,2,,this was ruined 7 mins in when i saw penn aka felix from one tree hill … but the final cheer with the roller coaster mm yeah,,2025-07-18
2025-07-20,Bring It On: Fight to the Finish,2009,https://boxd.it/aoUWtD,1.5,,the jaguars colours were so fugly i wouldve made them lose just bc of that ,,2025-07-19
2025-07-21,Bring It On: Worldwide #Cheersmack,2017,https://boxd.it/apz7dV,0.5,,destinys gotta be the most insufferable character ever. i was waiting for someone to humble her sorry ass,,2025-07-20
2025-07-21,Bring It On: Cheer Or Die,2022,https://boxd.it/apQKnz,2,,"<i>“it has to be the old school”</i>
<i>“dude that place has salmonella”</i>
<i>“it’s okay you can take a pepto”</i>

cheer meets scream queens which i kinda love LOL and fighting via cheer maneuvers to confident by demi?? it doesn’t get more camp than that",,2025-07-20
2025-07-22,D.E.B.S.,2004,https://boxd.it/aqEr5B,4.5,,those skirts make their legs look SO good and it’s (canonically) why debs are great spies (everyone gets distracted by their legs),,2025-07-21
2025-07-23,She's the Man,2006,https://boxd.it/arpSbv,5,Yes,and they were roommates (a+ soundtrack i love the all american rejects),,2025-07-22
2025-07-24,The Breakfast Club,1985,https://boxd.it/asaewx,4.5,Yes,its okay brian i love you <3 ,,2025-07-23
2025-07-25,Monte Carlo,2011,https://boxd.it/asXFHb,3.5,,so basically ive never met any amazing hot guys bc ive never had a euro girl summer (or been to europe in the first place),,2025-07-24
2025-07-26,The Nanny Diaries,2007,https://boxd.it/atDtB5,3,,debating if the narration and museum displays were specifically trying to emulate spaceship earth in epcot ... bc thats definitely what its giving,,2025-07-25
2025-07-27,Confessions of a Shopaholic,2009,https://boxd.it/auHJwd,4,Yes,this was probably not the best choice of movie for the night after spending too much money during the day (but not in a shopaholic type way i promise more like a lets go out for brunch AND dinner type way) bc now i’m thinking about my credit card balance and if it’s really necessary to buy all that,,2025-07-26
2025-07-28,Booksmart,2019,https://boxd.it/avhXBX,3.5,,there’s just no way no one fell in love with kaitlyn dever after they heard her sing,,2025-07-27
2025-07-28,When in Rome,2010,https://boxd.it/avEWIT,4,,"girl there is actually a very fast and simple solution to this - it’s called a restraining order

also i am traumatized from that heart scene bc … <a href=""https://youtu.be/WzPDEirVTZk?si=6LxkU-2h5A1RCbq2"" title=""yknow "">yknow </a>",,2025-07-27
2025-07-29,He's Just Not That Into You,2009,https://boxd.it/awv4XB,3,Yes,"<i>“you are MY exception”</i> 😭

i LOVE gigi/alex and beth/neil but the rest of you i just don’t really care about or you’re committing too many illegal activities",,2025-07-28
2025-07-30,The Fantastic 4: First Steps,2025,https://boxd.it/axeNjh,4,,"<i>""i herald … galactus""<i>

ben literally carries the team and almost the entire movie. he said yes i do the cooking yes i do the cleaning. he’s like barbie.",in theatres,2025-07-29
2025-07-31,Death Becomes Her,1992,https://boxd.it/ay5KZl,4.5,,this has definitely only become more relevant with time and that is so scary to me ,,2025-07-30
2025-08-01,The Rules of Attraction,2002,https://boxd.it/ayQxEX,2.5,,"i’m not gonna lie i still don’t know the rules of attraction other than that i am attracted to this cast of 2000s perfection

(i’m sorry i just realllyyy don’t think i understood this movie)",,2025-07-31
2025-08-02,"I, Tonya",2017,https://boxd.it/azjhPN,4.5,,everyone is just a little bit (or a lot a bit) evil in this and i support that (in the sense that human beings do generally have negative intrusive thought that we regret),,2025-08-01
2025-08-03,No Hard Feelings,2023,https://boxd.it/aAmZ6R,5,Yes,i think this may be becoming one of my comfort films - a great laugh but also cute and meaningful ending,,2025-08-02
2025-08-05,The Perks of Being a Wallflower,2012,https://boxd.it/aC8yop,4.5,Yes,if the truth or dare party scene happened to me i would rather simply pass away than show my face anywhere. that is now my greatest fear,i cry,2025-08-04
2025-08-06,The Cheetah Girls,2003,https://boxd.it/aCUlox,4,,“looks like toto is not in kansas anymore” is honestly an insanely good hook but so uncalled for???,,2025-08-05
2025-08-09,The Cheetah Girls 2,2006,https://boxd.it/aEyUtV,4.5,,"no but galleria was so real, they went to barcelona for the festival and no one was rehearsing ",,2025-08-08
2025-08-10,The Cheetah Girls: One World,2008,https://boxd.it/aFsHRR,2.5,,why are they saying “going to the other side of the world?!?” like it’s such a crazy idea when they already crossed the ocean for spain in the other summer,,2025-08-09
2025-08-11,My Old Ass,2024,https://boxd.it/aGOfz9,4,,"""i go to u of t!!"" said like a billion people ever",,2025-08-10
2025-08-12,She's Out of My League,2010,https://boxd.it/aHz5Jn,3.5,Yes,patty's facial expressions at the air show event is soooo me,,2025-08-11
2025-08-15,Gilmore Girls: A Year in the Life,2016,https://boxd.it/aJxBmz,3,,"WHY DO THEY LIKE CHEATING SO MUCH IN THIS SHOW

WINTER (3.5 <3): i sobbed and sobbed and sobbed and sobbed at the funeral. i CANNOT BELIEVE theyre breaking up paris and doyle </3 (maybe it was smt about the actors schedule but still) and kept lane and zach. and the whole paul thing is the exact reason i don’t like rory and lorelai sometimes like they think it’s DIABOLICAL how someone could hate them but they treat people like shit so duh?!???! 

SPRING (2.5): once again rory gilmore passing up (fucking up) a great job bc she’s “too good” for them. fucking pmo. i cant believe this was released in 2016 with all those comments on gay pride … like i guess they weren’t necessarily homophobic or anything but they still felt uncomfortable and inappropriate. tristan sneak (but not cmm) 

SUMMER (2): this episode was so full of … nothing ???? i knew this was gonna be bad in the first minute when they were judging everyone at the pool. the musical was funny and i love a musical but it also had no purpose. i truly believe michel would not leave the inn idk why they are trying to do this story of everyone leaving. rory idk she pisses me off for no reason at this point sorry. i don’t understand the ending??? what is lorelai doing and wtf is this hike? she doesn’t hike and never talked about doing this hike what is going awnnnn. ps hi jess :) 

FALL (4 <3): first half was kinda brutal bc i still dont understand the hiking thing but this had soo many great appearances. the wedding, the book, the full circle. it was great.",,2025-08-14
2025-08-15,Wild Child,2008,https://boxd.it/aJDRgp,3.5,,admittedly i am constantly a victim of sula (sweaty upper lip alert) ,,2025-08-14
2025-08-17,Ice Princess,2005,https://boxd.it/aKLROV,3.5,,science solves everything !!!! 🤓☝🏻,,2025-08-16
2025-08-18,Pretty in Pink,1986,https://boxd.it/aLDoFD,2.5,,i know that blane was a good guy at the end of the day but he was fucking rude at the beginning of the first date like i think andie should’ve left,,2025-08-17
2025-08-18,You've Got Mail,1998,https://boxd.it/aLLVoL,4.5,,UGH chemistry was so on point BUT joe kinda strung her along for a bit too long (-1 star) but then the friendship building and ending is still good (+0.5 star),,2025-08-17
2025-08-18,The Virgin Suicides,1999,https://boxd.it/aM5oGn,4,,that dude leaving her on the field was FUCKED. ABSOLUTELY FUCKED. FUCK HIM,,2025-08-17
2025-08-19,Fantastic Mr. Fox,2009,https://boxd.it/aMOpXJ,4,,“am i being flirted with by a psychotic rat?” will be my new line at the bar,,2025-08-18
2025-08-20,Drive,2011,https://boxd.it/aNtw3Z,3.5,,"baby driver meets the fall guy (or rather baby driver is drive minus the fall guy and the fall guy is drive minus baby driver)

i think this was visually amazing and the music/score/soundtrack is sick (probably better than baby driver imo) but the <i>lack of<i/> script lost me at times",,2025-08-19
2025-08-21,Superbad,2007,https://boxd.it/aO8NuF,4.5,,SPREAD YOUR SHIT!!! I AM THE LAW!,,2025-08-20
2025-08-22,10 Things I Hate About You,1999,https://boxd.it/aOy46F,5,Yes,theres a mini side storyline of allison janney (the guidance counselor named ms <i>perky<i/>) writing $mut at her desk like wtf girl ... gimme your ao3,,2025-08-21
2025-08-22,She's All That,1999,https://boxd.it/aONye5,3.5,Yes,i thought laney was gonna fall through the stairs when she walked down but i forgot thats not another teen movie HAHA,background noise,2025-08-21
2025-08-23,The Map That Leads to You,2025,https://boxd.it/aPoztT,3,,TWO WEEKS?!? they doing allat after TWO weeks???,"train time, i cry",2025-08-22
2025-09-01,Wicked,2024,https://boxd.it/aVKaa1,5,Yes,"as someone who used to have a school uniform, i’m just confused on how/why some people are in uniform and other people are soooo out of uniform like that would’ve pmo in school",background noise,2025-08-31
2025-09-02,Zombieland,2009,https://boxd.it/aWqtLJ,4.5,,aka woody harrelson’s great hunt for twinkies,,2025-09-01
2025-09-02,Zombieland: Double Tap,2019,https://boxd.it/aWEkYd,3.5,,"zoey deutch / madison was so annoying but one of funniest moments to me has to be ""sally tally"" and ""salty taffy""",,2025-09-01
2025-09-03,The Roses,2025,https://boxd.it/aX8gxd,4,,“i hate my partner” final bosses,in theatres,2025-09-02
2025-09-04,Stay the Night,2022,https://boxd.it/aXPeql,4.5,,the first time 2012s older better sister that was actually real and felt super genuine and tackled an insecurity in a realistic but enticing way. it also felt like it touched on an asian canadian woman’s perspective of this insecurity without blatantly pointing it out (imo as an asian canadian [torontonian] girl),,2025-09-03
2025-10-04,Taylor Swift | The Official Release Party of a Showgirl,2025,https://boxd.it/bfNxH9,3.5,,"<a href=""https://x.com/ashsossies/status/1974228351679176936"">this def made me like / appreciate the album more but it’s still … good!</a> (fate of ophelia mv is sick tho cant wait to see it again once it’s on yt)",in theatres,2025-10-03
2025-11-02,Girl vs. Monster,2012,https://boxd.it/bzr7yL,3.5,,ik olivia holt is the mc (she’s fearless!) but kat mcnamara slayedddd like they said fall down the stairs x amount of times and she said done!,,2025-10-31
2025-11-03,Cruel Intentions,1999,https://boxd.it/bAkXVd,4,,"watch this if you want to go through all the emotions til insanity

i understood the title 10 mins into the movie that’s how cruel the intentions were",,2025-11-02
2025-11-06,Thank You for Smoking,2005,https://boxd.it/bCl9gJ,3,,idc katie holmes slayed (as per usual),,2025-11-05
2025-11-07,First Daughter,2004,https://boxd.it/bCRiYz,2.5,,half of this wouldnt have happened if someone just gave her a key to her dorm ,,2025-11-06
2025-11-09,Twilight,2008,https://boxd.it/bElfP9,3,,vampire baseball is cuntyy,,2025-11-08
2025-11-11,The Twilight Saga: New Moon,2009,https://boxd.it/bFXnBf,2.5,,i like how jacob finds out hes a werewolf and decides to get a haircut like THATS when it was time to get a haircut?? not the fact that your hair is like down to your butt crack??,,2025-11-10
2025-11-16,The Twilight Saga: Eclipse,2010,https://boxd.it/bJlILb,2,,before this i thought rosalie was such a bitch for no fucking reason but now - queen shit. jacob is actually the worst mf alive,,2025-11-15
2025-11-17,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/bKaEcN,3,,"those baby names are soooo terrible get bella on ""white woman baby names"" tiktok",,2025-11-16
2025-11-21,The Twilight Saga: Breaking Dawn – Part 2,2012,https://boxd.it/bMG99l,2.5,,bella was so slay the entire movie and that whole sequence being the vision was cinema but the ending a thousand years montage was like an embedded tiktok edit and that kinda pissed me off,,2025-11-20
2025-11-22,Wicked: For Good,2025,https://boxd.it/bNgTkB,4.5,,i know this is sooo not the point of the movie but … just threesome cmon then everyone’s happy (and elphaba and glinda can stop denying) :D,"in theatres, i cry",2025-11-21
2025-11-23,Wicked,2024,https://boxd.it/bOcY0x,5,Yes,i suddenly realized that the beginning with the monkeys flying free is the end of wfg ... ,,2025-11-22
2025-11-30,Happiest Season,2020,https://boxd.it/bSrAc1,3,,"when the dad said he sunk his savings, he didn’t actually mean ALL his savings right?????? right!?!!????",background noise,2025-11-28
2025-12-01,A Very Jonas Christmas Movie,2025,https://boxd.it/bTKZQ3,3.5,,make home alone the musical real please (chloe bennet ily),background noise,2025-11-30
2025-12-25,Santa Buddies,2009,https://boxd.it/cdBfgl,,,the dog breakdancing was equally uncomfortable and fucking awesome (i never want to see it again),background noise,2025-12-24
2025-12-27,High School Musical,2006,https://boxd.it/cfWm1R,4.5,Yes,EVAPORATE TALL PERSON,,2025-12-26
2025-12-31,Marty Supreme,2025,https://boxd.it/cl4e5R,2.5,,"masterclass in hustling and rage baiting (ragebaited me so bad)

acting and soundtrack was great btw but i cannot get behind the story",in theatres,2025-12-30
2026-01-10,People We Meet on Vacation,2026,https://boxd.it/cy6A9n,3.5,,THE ENTIRE NEW ORLEANS ACT OHHHHHMYGOD CINEMA,,2026-01-09
2026-01-14,Ex Machina,2015,https://boxd.it/cCUvGn,5,Yes,YOU BET SHE CAN FUCK!!,background noise,2026-01-13
2026-01-16,Blue Valentine,2010,https://boxd.it/cEX8UP,3.5,,big fan of scenes where people chaotically yell at each other !,background noise,2026-01-15
2026-02-04,Zootopia 2,2025,https://boxd.it/cYUCFT,3.5,,i don’t understand why they built tundra town over the old reptile area like couldnt they just completely destroy and bulldoze it and then there would be no proof of it or any possibility of it being rediscovered… ik that’s so mean but me personally i would’ve had it GONE gone,in theatres,2026-02-03
2026-02-11,Send Help,2026,https://boxd.it/d56d2l,4.5,,i’m never going to my office workplace ever again that sequence was too much second hand embarrassment,in theatres,2026-02-10
2026-02-14,Miss Congeniality,2000,https://boxd.it/d7l35x,4.5,,gracie hart - THE girls girl of all time (very olivia dunham core iykyk),train time,2026-02-13
2026-02-22,Kokuho,2025,https://boxd.it/dfbMZn,4,,the dad was diabolical for what he did to shunsuke i would also leave,"in theatres, i cry",2026-02-21
2026-02-26,How to Make a Killing,2026,https://boxd.it/dj6lyP,3.5,,you could tell me glen powell and margaret qualley made out many times in this and i would believe you (can we talk about how becket can like control the lights or smt???? cortexiphan kid hello??),in theatres,2026-02-25
2026-03-19,The Mighty Ducks,1992,https://boxd.it/dA8D59,3,,charlie conway the ultimate wingman for his MOM,background noise,2026-03-18
2026-03-30,Ready or Not,2019,https://boxd.it/dKakN1,4,Yes,yeah no if my boyfriends family’s house looked like this i would be immediately sus,,2026-03-29
2026-03-30,Pitch Perfect,2012,https://boxd.it/dKjWRj,5,Yes,stoney baloney,,2026-03-29
2026-03-30,Pitch Perfect 2,2015,https://boxd.it/dKo5jN,3.5,Yes,flashlight nightmare scene,,2026-03-29
2026-04-01,Ready or Not 2: Here I Come,2026,https://boxd.it/dLZBCP,3.5,,"grace francesca pepper spray total eclipse of the heart fight - talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before, unafraid to reference or not reference, put it in a blender, shit on it, vomit on it, eat it, give birth to it",in theatres,2026-03-31
2026-04-02,Hoppers,2026,https://boxd.it/dMLGDJ,4,,this would be a good fringe concept i wonder how walter bishop would feel about this,,2026-04-01
2026-04-12,Mulan,1998,https://boxd.it/dVP5xX,4.5,Yes,mushu my icon,,2026-04-10
2026-04-23,The Devil Wears Prada,2006,https://boxd.it/e4M07v,5,Yes,literally fuck nate i hate when a man hates to see a woman succeed,,2026-04-21
2026-04-23,Avatar Aang: The Last Airbender,2026,https://boxd.it/e4M0LP,4,,toph is sooo me,,2026-04-21
2026-04-24,The Last Song,2010,https://boxd.it/e5WvI7,3,,i wasn’t really paying attention but everything just felt so fast like wdym ily??!?,background noise,2026-04-23
2026-04-29,Project Hail Mary,2026,https://boxd.it/e9SxVb,4.5,,i would say let’s all go to erid but i know humans would ruin that planet (bc of course we would),in theatres,2026-04-28
2026-04-30,The Greatest Showman,2017,https://boxd.it/eaFJyB,3,Yes,i think 14 year old me thought this was so good bc it had zendaya and zac efron singing together but 22 year old me has seen the light on how mid this is (rewrite the stars still slays),background noise,2026-04-29
2026-05-08,Send Help,2026,https://boxd.it/eh8Vyv,4.5,Yes,cant decide if i’d rather be bradley or linda or none or both (at the same damn time),background noise,2026-05-07
2026-05-12,Eternity,2025,https://boxd.it/ekKjtv,3,,i want to like both luke and larry but there is honestly so much not to like,"background noise, we flyin",2026-05-11
2026-05-12,Hairspray,2007,https://boxd.it/ekKkSV,4.5,Yes,much more unhinged than i remember,"we flyin, background noise",2026-05-11
2026-05-29,Superman,2025,https://boxd.it/eymxO1,3.5,,return of the comic book goofy!,"we flyin, background noise",2026-05-28
2026-06-17,Aladdin,2019,https://boxd.it/ePbeaR,2,,anyone else think all their eyes look a little crazy and scary???,,2026-06-16
2026-06-23,Avengers: Endgame,2019,https://boxd.it/eUd2Sh,4.5,Yes,marvel peak idc,,2026-06-21
2026-07-22,The Odyssey,2026,https://boxd.it/fn36IV,2.5,,idk if i’m stupid or just don’t know the epic or couldn’t see properly bc i saw this at the drive in but i could not follow the story… bet it was beautiful tho,,2026-07-21
2026-07-22,Obsession,2025,https://boxd.it/fn3Bgt,4,,freak for freak,,2026-07-22
2026-08-02,He's Just Not That Into You,2009,https://boxd.it/fAB63N,3,Yes,i feel like all the gigi alex advice doesn’t work anymore bc situationships exist now but idrc i kinda needed this,,2026-08-01
2026-08-17,Camp Rock 3,2026,https://boxd.it/fS9t9b,2,,every song is just a worse version of the original,,2026-08-16
