Date,Name,Year,Rating,Rewatch,Tags,Watched Date,Letterboxd URI,Like
2023-05-13,The Starving Games,2013,,No,,,https://boxd.it/6FCG,False
2023-05-13,Legally Blonde,2001,,No,,,https://boxd.it/1ZNa,True
2023-05-15,The Mortal Instruments: City of Bones,2013,2.0,No,,2023-05-14,https://boxd.it/44va,False
2023-05-19,Juno,2007,4.0,No,,2023-05-18,https://boxd.it/210a,True
2023-05-24,Folklore: The Long Pond Studio Sessions,2020,,No,,,https://boxd.it/sRk4,True
2023-05-24,La La Land,2016,5.0,Yes,,2023-05-24,https://boxd.it/a5fa,True
2023-05-26,Everything Everywhere All at Once,2022,5.0,No,i cry,2023-05-25,https://boxd.it/jUk4,True
2023-06-05,Spider-Man: Into the Spider-Verse,2018,4.0,No,,2023-06-05,https://boxd.it/azpY,True
2023-06-11,A Walk to Remember,2002,5.0,Yes,,2023-06-10,https://boxd.it/1WLq,True
2023-06-12,Spider-Man 2,2004,4.5,No,,2023-06-11,https://boxd.it/2a88,True
2023-06-12,Spider-Man,2002,3.5,No,,2023-06-11,https://boxd.it/2a8i,True
2023-06-16,Spider-Man 3,2007,3.5,No,,2023-06-15,https://boxd.it/2a7Y,True
2023-06-26,"Crazy, Stupid, Love.",2011,5.0,Yes,,2023-06-25,https://boxd.it/D9A,True
2023-06-28,The Amazing Spider-Man,2012,4.0,Yes,,2023-06-27,https://boxd.it/27PI,True
2023-06-29,The Amazing Spider-Man 2,2014,3.0,Yes,,2023-06-28,https://boxd.it/3utM,True
